diarization,dilate_ms,scene,speaker,system,m,si_sdr,deflation_index,n_accepted_before,refine_rounds,cluster,n_clusters
real,200.0,long_00002_4077-237-2300,s2,no_recursion,3,-3.1730553047056476,,,0,SPEAKER_00,3
real,200.0,long_00002_4077-237-2300,s3,no_recursion,3,-12.838757076015169,,,0,SPEAKER_02,3
real,200.0,long_00002_4077-237-2300,s1,ungated_deflation,3,-21.17572309110468,0,0,0,SPEAKER_01,3
real,200.0,long_00002_4077-237-2300,s2,ungated_deflation,3,-4.943441026239113,2,2,0,SPEAKER_00,3
real,200.0,long_00002_4077-237-2300,s3,ungated_deflation,3,-16.1382731971286,1,1,0,SPEAKER_02,3
real,200.0,long_00002_4077-237-2300,s1,gated_deflation,3,-21.17572309110468,0,0,0,SPEAKER_01,3
real,200.0,long_00002_4077-237-2300,s2,gated_deflation,3,-4.943441026239113,2,2,0,SPEAKER_00,3
real,200.0,long_00002_4077-237-2300,s3,gated_deflation,3,-16.1382731971286,1,1,0,SPEAKER_02,3
real,200.0,long_00002_4077-237-2300,s1,coarse_to_fine,3,-25.679176971573703,,,2,SPEAKER_01,3
real,200.0,long_00002_4077-237-2300,s2,coarse_to_fine,3,-7.674539231586241,,,2,SPEAKER_00,3
real,200.0,long_00002_4077-237-2300,s3,coarse_to_fine,3,-13.603850035741695,,,2,SPEAKER_02,3
real,400.0,long_00002_4077-237-2300,s1,no_recursion,3,-18.4732025471141,,,0,SPEAKER_01,3
real,400.0,long_00002_4077-237-2300,s2,no_recursion,3,-3.09393281138173,,,0,SPEAKER_00,3
real,400.0,long_00002_4077-237-2300,s3,no_recursion,3,-10.01339555707853,,,0,SPEAKER_02,3
real,400.0,long_00002_4077-237-2300,s1,ungated_deflation,3,-18.4732025471141,0,0,0,SPEAKER_01,3
real,400.0,long_00002_4077-237-2300,s2,ungated_deflation,3,-4.931469159339857,2,2,0,SPEAKER_00,3
real,400.0,long_00002_4077-237-2300,s3,ungated_deflation,3,-12.617030034469192,1,1,0,SPEAKER_02,3
real,400.0,long_00002_4077-237-2300,s1,gated_deflation,3,-18.4732025471141,0,0,0,SPEAKER_01,3
real,400.0,long_00002_4077-237-2300,s2,gated_deflation,3,-4.931469159339857,2,2,0,SPEAKER_00,3
real,400.0,long_00002_4077-237-2300,s3,gated_deflation,3,-12.617030034469192,1,1,0,SPEAKER_02,3
real,400.0,long_00002_4077-237-2300,s1,coarse_to_fine,3,-23.27420907927383,,,2,SPEAKER_01,3
real,400.0,long_00002_4077-237-2300,s2,coarse_to_fine,3,-7.589575386801979,,,2,SPEAKER_00,3
real,400.0,long_00002_4077-237-2300,s3,coarse_to_fine,3,-10.555572284160363,,,2,SPEAKER_02,3
real,800.0,long_00002_4077-237-2300,s1,no_recursion,3,-17.774062722288065,,,0,SPEAKER_01,3
real,800.0,long_00002_4077-237-2300,s2,no_recursion,3,-2.2282449204218593,,,0,SPEAKER_00,3
real,800.0,long_00002_4077-237-2300,s3,no_recursion,3,-8.97168074760376,,,0,SPEAKER_02,3
real,800.0,long_00002_4077-237-2300,s1,ungated_deflation,3,-17.774062722288065,0,0,0,SPEAKER_01,3
real,800.0,long_00002_4077-237-2300,s2,ungated_deflation,3,-4.414375340679954,2,2,0,SPEAKER_00,3
real,800.0,long_00002_4077-237-2300,s3,ungated_deflation,3,-11.28951309733073,1,1,0,SPEAKER_02,3
real,800.0,long_00002_4077-237-2300,s1,gated_deflation,3,-17.774062722288065,0,0,0,SPEAKER_01,3
real,800.0,long_00002_4077-237-2300,s2,gated_deflation,3,-4.414375340679954,2,2,0,SPEAKER_00,3
real,800.0,long_00002_4077-237-2300,s3,gated_deflation,3,-11.28951309733073,1,1,0,SPEAKER_02,3
real,800.0,long_00002_4077-237-2300,s1,coarse_to_fine,3,-22.34992046017764,,,2,SPEAKER_01,3
real,800.0,long_00002_4077-237-2300,s2,coarse_to_fine,3,-6.394396448818598,,,2,SPEAKER_00,3
real,800.0,long_00002_4077-237-2300,s3,coarse_to_fine,3,-10.0369905794094,,,2,SPEAKER_02,3
