diarization,scene,speaker,system,m,depth,si_sdr,deflation_index,n_accepted_before,refine_rounds,cluster,n_clusters
real_forced_m,long_00001_3729-2300-8230,s3,ungated_deflation,3,2,-8.970761297239886,2,2,0,SPEAKER_01,3
real_forced_m,long_00001_3729-2300-8230,s1,gated_deflation,3,1,34.011568406997924,1,1,0,SPEAKER_02,3
real_forced_m,long_00001_3729-2300-8230,s1,gated_deflation,3,2,-5.310933781805543,1,1,0,SPEAKER_02,3
real_forced_m,long_00001_3729-2300-8230,s2,gated_deflation,3,1,94.03269338645286,0,0,0,SPEAKER_00,3
real_forced_m,long_00001_3729-2300-8230,s2,gated_deflation,3,2,2.4323987954886497,0,0,0,SPEAKER_00,3
real_forced_m,long_00001_3729-2300-8230,s3,gated_deflation,3,1,59.53255497861917,2,2,0,SPEAKER_01,3
real_forced_m,long_00001_3729-2300-8230,s3,gated_deflation,3,2,-8.970761297239886,2,2,0,SPEAKER_01,3
real_forced_m,long_00001_3729-2300-8230,s1,coarse_to_fine,3,1,34.011568406997924,,,2,SPEAKER_02,3
real_forced_m,long_00001_3729-2300-8230,s1,coarse_to_fine,3,2,-0.7024650685774813,,,2,SPEAKER_02,3
real_forced_m,long_00001_3729-2300-8230,s2,coarse_to_fine,3,1,94.03269338645286,,,2,SPEAKER_00,3
real_forced_m,long_00001_3729-2300-8230,s2,coarse_to_fine,3,2,2.2162409796683877,,,2,SPEAKER_00,3
real_forced_m,long_00001_3729-2300-8230,s3,coarse_to_fine,3,1,59.53255497861917,,,2,SPEAKER_01,3
real_forced_m,long_00001_3729-2300-8230,s3,coarse_to_fine,3,2,-8.124886001764756,,,2,SPEAKER_01,3
real_index_order,long_00001_3729-2300-8230,s1,no_recursion,3,1,34.011568406997924,,,0,SPEAKER_02,3
real_index_order,long_00001_3729-2300-8230,s1,no_recursion,3,2,-1.6317005490091527,,,0,SPEAKER_02,3
real_index_order,long_00001_3729-2300-8230,s2,no_recursion,3,1,94.03269338645286,,,0,SPEAKER_00,3
real_index_order,long_00001_3729-2300-8230,s2,no_recursion,3,2,2.4323987954886497,,,0,SPEAKER_00,3
real_index_order,long_00001_3729-2300-8230,s3,no_recursion,3,1,59.53255497861917,,,0,SPEAKER_01,3
real_index_order,long_00001_3729-2300-8230,s3,no_recursion,3,2,-8.124886001764756,,,0,SPEAKER_01,3
real_index_order,long_00001_3729-2300-8230,s1,ungated_deflation,3,1,34.011568406997924,0,0,0,SPEAKER_02,3
