scene,speaker,solo_interior,solo_seams,overlap_proposed,overlap_blind,eval_margin
1188-133604-0013_1320-122612-0009_3570-5695-0000,s2,inf,37.65097955454301,3.2294343969551487,-6.881382442779321,-0.07848488009448551
1188-133604-0013_1320-122612-0009_3570-5695-0000,s3,inf,25.662950374208133,10.473478371342363,13.211551712425017,0.6324214083933425
4077-13754-0011_5639-40744-0015_3575-170457-0033,s1,inf,44.308233764554544,-6.648150340573464,-20.661183617131304,0.09681084084896807
4077-13754-0011_5639-40744-0015_3575-170457-0033,s2,inf,27.653181636721538,7.258475518056644,7.3987747542127655,-0.0059079742041689975
4077-13754-0011_5639-40744-0015_3575-170457-0033,s3,inf,36.82073879623187,6.258229173198626,7.3103464518161365,0.5257498058989374
7176-88083-0024_6930-76324-0003_2300-131720-0022,s1,inf,37.35883229338897,15.028633268636327,15.445015212089164,0.3550512393103883
7176-88083-0024_6930-76324-0003_2300-131720-0022,s2,inf,19.030769584517454,4.943290295347901,2.5361980588278548,-0.04648565336339472
7176-88083-0024_6930-76324-0003_2300-131720-0022,s3,inf,inf,nan,nan,0.19098510991758622
8463-294825-0013_1284-1180-0020_672-122797-0000,s1,inf,81.48456166595986,0.648055839938587,4.692755309736131,0.06968100850350123
8463-294825-0013_1284-1180-0020_672-122797-0000,s2,inf,27.25726324983541,7.9988948311104435,-6.684271414585706,-0.02630153252918699
8463-294825-0013_1284-1180-0020_672-122797-0000,s3,inf,inf,nan,nan,0.1732692119136735
1320-122617-0000_237-134500-0026_1580-141084-0026,s1,inf,38.52182262511236,8.14291693065903,9.9335496018052,0.4331144785838208
1320-122617-0000_237-134500-0026_1580-141084-0026,s2,inf,33.55133623370403,10.89998443310703,0.752136127933849,-0.141715593557738
1320-122617-0000_237-134500-0026_1580-141084-0026,s3,inf,inf,nan,nan,0.3588443997735917
1580-141084-0031_1089-134691-0017_3575-170457-0017,s1,inf,34.90934467126601,4.820719180596115,-5.46317123505963,0.09625927691783887
1580-141084-0031_1089-134691-0017_3575-170457-0017,s2,inf,40.539765850168195,6.783683767689745,6.879795844389971,0.41501252746799444
1580-141084-0031_1089-134691-0017_3575-170457-0017,s3,inf,40.76780537163533,8.322738448955139,8.035456811557527,0.2609570497695678
4992-41797-0010_2300-131720-0005_6829-68771-0014,s1,inf,31.089932028372363,9.590607513763862,10.886162110197677,0.11544167439835906
4992-41797-0010_2300-131720-0005_6829-68771-0014,s2,inf,41.466610829142354,-1.8362615885958078,4.162416696763954,0.4841511374543721
4992-41797-0010_2300-131720-0005_6829-68771-0014,s3,inf,61.73724114971805,7.137925130317123,1.297912136085283,0.11171322777976367
8455-210777-0035_7729-102255-0037_5142-33396-0036,s1,inf,60.12703406332055,-7.740578366965515,-10.426225475903097,0.20356786059044918
8455-210777-0035_7729-102255-0037_5142-33396-0036,s2,inf,39.57294203873718,7.084598046391946,7.430492405884584,0.21536657315097574
8455-210777-0035_7729-102255-0037_5142-33396-0036,s3,inf,28.804337137031617,14.587206782307847,15.56423179605964,0.2756540159598857
237-126133-0005_2830-3980-0004_1089-134686-0000,s1,inf,46.49966054380145,2.8204016928085314,13.317324903746767,0.4481024499002294
237-126133-0005_2830-3980-0004_1089-134686-0000,s2,inf,23.473373542842406,10.869942828279232,-4.9673624041265025,-0.2536664302145668
237-126133-0005_2830-3980-0004_1089-134686-0000,s3,inf,inf,nan,nan,0.18309333264363492
4077-13754-0005_8455-210777-0050_6829-68769-0018,s1,inf,68.79580370844567,-2.0156204456458036,-6.483239732272513,0.2573105313367776
4077-13754-0005_8455-210777-0050_6829-68769-0018,s2,inf,28.4548072590073,3.7688187755479086,-13.683881838147503,-0.43145317809275735
4077-13754-0005_8455-210777-0050_6829-68769-0018,s3,inf,inf,nan,nan,0.45384496147417785
2094-142345-0056_7729-102255-0045_7176-92135-0040,s1,inf,41.497047935333235,5.2462811437868915,7.089631280215844,0.12492774693792719
2094-142345-0056_7729-102255-0045_7176-92135-0040,s2,inf,49.70894038472402,1.9888845171041314,2.587128375922049,0.12270835433975602
2094-142345-0056_7729-102255-0045_7176-92135-0040,s3,inf,43.058861229866196,0.7821937028906814,-3.3646758501480702,0.13009099364018772
3575-170457-0006_1995-1836-0000_3570-5695-0013,s1,inf,35.83109382920952,-2.954513100428437,0.3665446030006113,0.2533686032996768
3575-170457-0006_1995-1836-0000_3570-5695-0013,s2,inf,25.359442226178377,-0.45463025726650985,-2.7014107661755875,0.06560348645081127
3575-170457-0006_1995-1836-0000_3570-5695-0013,s3,inf,25.253247468504153,2.041138715618616,0.2603725750115684,0.24661872288326214
2961-961-0007_237-134493-0013_2830-3980-0011,s1,inf,64.76987168825845,5.610670685877825,-2.096160280407561,0.24247842096875238
2961-961-0007_237-134493-0013_2830-3980-0011,s2,inf,28.950327482625315,-0.7537482057619832,3.265192619745908,0.037542486916362194
2961-961-0007_237-134493-0013_2830-3980-0011,s3,inf,inf,nan,nan,0.4124235059313742
121-121726-0007_61-70968-0008_2300-131720-0038,s1,inf,49.575351245383594,3.8354088666263877,3.1818708839195766,0.5766766190405295
121-121726-0007_61-70968-0008_2300-131720-0038,s2,inf,27.412153504759168,8.127470988060727,0.16750536442752145,-0.1246812773988275
121-121726-0007_61-70968-0008_2300-131720-0038,s3,inf,inf,nan,nan,0.17507308730960758
4970-29095-0032_6829-68771-0002_3729-6852-0009,s1,inf,88.48092421169648,3.692022948811113,-23.450611474292955,0.15459700967686707
4970-29095-0032_6829-68771-0002_3729-6852-0009,s2,inf,29.672470211898908,-4.1371877802298265,1.1273317545362187,-0.10371350495023224
4970-29095-0032_6829-68771-0002_3729-6852-0009,s3,inf,69.37026864365745,2.065620649644987,4.745075508634927,0.24238444713372675
1995-1837-0016_7021-79730-0001_7127-75946-0011,s1,inf,29.0012960247652,8.510689581251128,11.146376532100014,0.3441726393043225
1995-1837-0016_7021-79730-0001_7127-75946-0011,s2,inf,74.94123068909778,-0.16540903458219886,7.761124591431162,0.13994499845129227
1995-1837-0016_7021-79730-0001_7127-75946-0011,s3,inf,27.585357803563966,1.7464248065626287,-12.636025902061432,-0.129085006586095
1580-141083-0000_7127-75947-0019_8224-274384-0000,s1,inf,66.97337417542846,3.2776375502995996,1.1162742856021595,0.3926415685218966
1580-141083-0000_7127-75947-0019_8224-274384-0000,s2,inf,80.3864388510489,7.106469284585892,-2.2743489274359345,-0.30116801620365974
1580-141083-0000_7127-75947-0019_8224-274384-0000,s3,inf,inf,nan,nan,0.3757858125353325
3570-5696-0009_8555-284449-0006_7176-92135-0042,s1,inf,34.79216201268131,-1.8958873368547968,-8.593068604390004,0.3260052253238208
3570-5696-0009_8555-284449-0006_7176-92135-0042,s2,inf,25.39512599464004,7.7745529614188404,-1.4431061311218762,0.07499224508416191
3570-5696-0009_8555-284449-0006_7176-92135-0042,s3,inf,inf,nan,nan,0.46633679375545445
2300-131720-0001_5142-36586-0003_908-31957-0018,s1,inf,42.29987714306786,6.084590040728784,9.034809437805071,0.19989047860079
2300-131720-0001_5142-36586-0003_908-31957-0018,s2,inf,56.72058672925551,6.483006021134794,9.202956580456192,0.21297881793807905
2300-131720-0001_5142-36586-0003_908-31957-0018,s3,inf,inf,nan,nan,0.3066956081279286
5683-32879-0012_5105-28241-0017_5142-33396-0033,s1,inf,21.222654296842258,11.725899361458518,8.522366099627074,0.15966610908265466
