diarization,scene,speaker,system,m,depth,si_sdr,deflation_index,n_accepted_before,refine_rounds,cluster,n_clusters
real_forced_m,long_00002_4077-237-2300,s1,gated_deflation,3,1,52.94067921697446,2,2,0,SPEAKER_01,3
real_forced_m,long_00002_4077-237-2300,s1,gated_deflation,3,2,-0.18868565431700923,2,2,0,SPEAKER_01,3
real_forced_m,long_00002_4077-237-2300,s2,gated_deflation,3,1,40.59209777517981,1,1,0,SPEAKER_00,3
real_forced_m,long_00002_4077-237-2300,s2,gated_deflation,3,2,-0.31205930826736294,1,1,0,SPEAKER_00,3
real_forced_m,long_00002_4077-237-2300,s3,gated_deflation,3,1,46.9425126348612,0,0,0,SPEAKER_02,3
real_forced_m,long_00002_4077-237-2300,s3,gated_deflation,3,2,-1.2650046610409689,0,0,0,SPEAKER_02,3
real_forced_m,long_00002_4077-237-2300,s1,coarse_to_fine,3,1,52.94067921697446,,,2,SPEAKER_01,3
real_forced_m,long_00002_4077-237-2300,s1,coarse_to_fine,3,2,-0.4814156588798959,,,2,SPEAKER_01,3
real_forced_m,long_00002_4077-237-2300,s2,coarse_to_fine,3,1,40.59209777517981,,,2,SPEAKER_00,3
real_forced_m,long_00002_4077-237-2300,s2,coarse_to_fine,3,2,-3.2807902514130665,,,2,SPEAKER_00,3
real_forced_m,long_00002_4077-237-2300,s3,coarse_to_fine,3,1,46.9425126348612,,,2,SPEAKER_02,3
real_forced_m,long_00002_4077-237-2300,s3,coarse_to_fine,3,2,-1.2513753316757006,,,2,SPEAKER_02,3
real_index_order,long_00002_4077-237-2300,s1,no_recursion,3,1,52.94067921697446,,,0,SPEAKER_01,3
real_index_order,long_00002_4077-237-2300,s1,no_recursion,3,2,-0.6666001906141164,,,0,SPEAKER_01,3
real_index_order,long_00002_4077-237-2300,s2,no_recursion,3,1,40.59209777517981,,,0,SPEAKER_00,3
real_index_order,long_00002_4077-237-2300,s2,no_recursion,3,2,1.1932376687902484,,,0,SPEAKER_00,3
real_index_order,long_00002_4077-237-2300,s3,no_recursion,3,1,46.9425126348612,,,0,SPEAKER_02,3
real_index_order,long_00002_4077-237-2300,s3,no_recursion,3,2,-1.2650046610409689,,,0,SPEAKER_02,3
real_index_order,long_00002_4077-237-2300,s1,ungated_deflation,3,1,52.94067921697446,0,0,0,SPEAKER_01,3
real_index_order,long_00002_4077-237-2300,s1,ungated_deflation,3,2,-0.6666001906141164,0,0,0,SPEAKER_01,3
real_index_order,long_00002_4077-237-2300,s2,ungated_deflation,3,1,40.59209777517981,1,1,0,SPEAKER_00,3
real_index_order,long_00002_4077-237-2300,s2,ungated_deflation,3,2,-1.7177961953285024,1,1,0,SPEAKER_00,3
real_index_order,long_00002_4077-237-2300,s3,ungated_deflation,3,1,46.9425126348612,2,2,0,SPEAKER_02,3
real_index_order,long_00002_4077-237-2300,s3,ungated_deflation,3,2,-1.8971429272030746,2,2,0,SPEAKER_02,3
real_index_order,long_00002_4077-237-2300,s1,gated_deflation,3,1,52.94067921697446,0,0,0,SPEAKER_01,3
real_index_order,long_00002_4077-237-2300,s1,gated_deflation,3,2,-0.6666001906141164,0,0,0,SPEAKER_01,3
real_index_order,long_00002_4077-237-2300,s2,gated_deflation,3,1,40.59209777517981,1,1,0,SPEAKER_00,3
real_index_order,long_00002_4077-237-2300,s2,gated_deflation,3,2,-1.7177961953285024,1,1,0,SPEAKER_00,3
real_index_order,long_00002_4077-237-2300,s3,gated_deflation,3,1,46.9425126348612,2,2,0,SPEAKER_02,3
real_index_order,long_00002_4077-237-2300,s3,gated_deflation,3,2,-1.8971429272030746,2,2,0,SPEAKER_02,3
real_index_order,long_00002_4077-237-2300,s1,coarse_to_fine,3,1,52.94067921697446,,,2,SPEAKER_01,3
real_index_order,long_00002_4077-237-2300,s1,coarse_to_fine,3,2,-0.4814156588798959,,,2,SPEAKER_01,3
real_index_order,long_00002_4077-237-2300,s2,coarse_to_fine,3,1,40.59209777517981,,,2,SPEAKER_00,3
real_index_order,long_00002_4077-237-2300,s2,coarse_to_fine,3,2,-3.2807902514130665,,,2,SPEAKER_00,3
real_index_order,long_00002_4077-237-2300,s3,coarse_to_fine,3,1,46.9425126348612,,,2,SPEAKER_02,3
real_index_order,long_00002_4077-237-2300,s3,coarse_to_fine,3,2,-1.2513753316757006,,,2,SPEAKER_02,3
oracle,long_00003_4507-7176-8455,s1,no_recursion,3,1,57.08113785239122,,,0,s1,3
oracle,long_00003_4507-7176-8455,s1,no_recursion,3,2,3.955943560423697,,,0,s1,3
oracle,long_00003_4507-7176-8455,s2,no_recursion,3,1,37.5122205497564,,,0,s2,3
oracle,long_00003_4507-7176-8455,s2,no_recursion,3,2,2.2899439564553834,,,0,s2,3
oracle,long_00003_4507-7176-8455,s3,no_recursion,3,1,48.71508237584102,,,0,s3,3
oracle,long_00003_4507-7176-8455,s3,no_recursion,3,2,-0.08775401932426935,,,0,s3,3
oracle,long_00003_4507-7176-8455,s1,ungated_deflation,3,1,57.08113785239122,0,0,0,s1,3
oracle,long_00003_4507-7176-8455,s1,ungated_deflation,3,2,3.955943560423697,0,0,0,s1,3
oracle,long_00003_4507-7176-8455,s2,ungated_deflation,3,1,37.82864576687533,1,1,0,s2,3
oracle,long_00003_4507-7176-8455,s2,ungated_deflation,3,2,2.2930212082323305,1,1,0,s2,3
oracle,long_00003_4507-7176-8455,s3,ungated_deflation,3,1,47.02706711831321,2,2,0,s3,3
oracle,long_00003_4507-7176-8455,s3,ungated_deflation,3,2,-2.0173532246026453,2,2,0,s3,3
oracle,long_00003_4507-7176-8455,s1,gated_deflation,3,1,57.08113785239122,0,0,0,s1,3
oracle,long_00003_4507-7176-8455,s1,gated_deflation,3,2,3.955943560423697,0,0,0,s1,3
oracle,long_00003_4507-7176-8455,s2,gated_deflation,3,1,37.82864576687533,1,1,0,s2,3
oracle,long_00003_4507-7176-8455,s2,gated_deflation,3,2,2.2930212082323305,1,1,0,s2,3
oracle,long_00003_4507-7176-8455,s3,gated_deflation,3,1,47.02706711831321,2,2,0,s3,3
oracle,long_00003_4507-7176-8455,s3,gated_deflation,3,2,-2.0173532246026453,2,2,0,s3,3
oracle,long_00003_4507-7176-8455,s1,coarse_to_fine,3,1,57.08113785239122,,,2,s1,3
oracle,long_00003_4507-7176-8455,s1,coarse_to_fine,3,2,3.955943560423697,,,2,s1,3
oracle,long_00003_4507-7176-8455,s2,coarse_to_fine,3,1,37.85417149964114,,,2,s2,3
oracle,long_00003_4507-7176-8455,s2,coarse_to_fine,3,2,2.915652083749134,,,2,s2,3
oracle,long_00003_4507-7176-8455,s3,coarse_to_fine,3,1,49.594748781435555,,,2,s3,3
oracle,long_00003_4507-7176-8455,s3,coarse_to_fine,3,2,-1.4369121462460965,,,2,s3,3
real,long_00003_4507-7176-8455,s1,no_recursion,3,1,39.57839850202721,,,0,SPEAKER_01,3
real,long_00003_4507-7176-8455,s1,no_recursion,3,2,-0.28446375502590776,,,0,SPEAKER_01,3
real,long_00003_4507-7176-8455,s2,no_recursion,3,1,inf,,,0,SPEAKER_02,3
real,long_00003_4507-7176-8455,s2,no_recursion,3,2,0.3115585525447494,,,0,SPEAKER_02,3
real,long_00003_4507-7176-8455,s3,no_recursion,3,1,33.06568516969357,,,0,SPEAKER_00,3
real,long_00003_4507-7176-8455,s3,no_recursion,3,2,-2.0384240405092737,,,0,SPEAKER_00,3
real,long_00003_4507-7176-8455,s1,ungated_deflation,3,1,39.57839850202721,1,1,0,SPEAKER_01,3
real,long_00003_4507-7176-8455,s1,ungated_deflation,3,2,-0.12461410881947693,1,1,0,SPEAKER_01,3
real,long_00003_4507-7176-8455,s2,ungated_deflation,3,1,inf,2,2,0,SPEAKER_02,3
real,long_00003_4507-7176-8455,s2,ungated_deflation,3,2,-2.007708083105458,2,2,0,SPEAKER_02,3
real,long_00003_4507-7176-8455,s3,ungated_deflation,3,1,33.06568516969357,0,0,0,SPEAKER_00,3
real,long_00003_4507-7176-8455,s3,ungated_deflation,3,2,-2.0384240405092737,0,0,0,SPEAKER_00,3
real,long_00003_4507-7176-8455,s1,gated_deflation,3,1,39.57839850202721,1,1,0,SPEAKER_01,3
real,long_00003_4507-7176-8455,s1,gated_deflation,3,2,-0.12461410881947693,1,1,0,SPEAKER_01,3
real,long_00003_4507-7176-8455,s2,gated_deflation,3,1,inf,2,2,0,SPEAKER_02,3
real,long_00003_4507-7176-8455,s2,gated_deflation,3,2,-2.007708083105458,2,2,0,SPEAKER_02,3
real,long_00003_4507-7176-8455,s3,gated_deflation,3,1,33.06568516969357,0,0,0,SPEAKER_00,3
real,long_00003_4507-7176-8455,s3,gated_deflation,3,2,-2.0384240405092737,0,0,0,SPEAKER_00,3
real,long_00003_4507-7176-8455,s1,coarse_to_fine,3,1,39.57839850202721,,,2,SPEAKER_01,3
real,long_00003_4507-7176-8455,s1,coarse_to_fine,3,2,-0.28446375502590776,,,2,SPEAKER_01,3
real,long_00003_4507-7176-8455,s2,coarse_to_fine,3,1,inf,,,2,SPEAKER_02,3
real,long_00003_4507-7176-8455,s2,coarse_to_fine,3,2,0.5794390315345757,,,2,SPEAKER_02,3
real,long_00003_4507-7176-8455,s3,coarse_to_fine,3,1,33.06568516969357,,,2,SPEAKER_00,3
real,long_00003_4507-7176-8455,s3,coarse_to_fine,3,2,-2.4789941426371236,,,2,SPEAKER_00,3
real_forced_m,long_00003_4507-7176-8455,s1,no_recursion,3,1,39.57839850202721,,,0,SPEAKER_01,3
real_forced_m,long_00003_4507-7176-8455,s1,no_recursion,3,2,-0.28446375502590776,,,0,SPEAKER_01,3
real_forced_m,long_00003_4507-7176-8455,s2,no_recursion,3,1,inf,,,0,SPEAKER_02,3
real_forced_m,long_00003_4507-7176-8455,s2,no_recursion,3,2,0.3115585525447494,,,0,SPEAKER_02,3
real_forced_m,long_00003_4507-7176-8455,s3,no_recursion,3,1,33.06568516969357,,,0,SPEAKER_00,3
real_forced_m,long_00003_4507-7176-8455,s3,no_recursion,3,2,-2.0384240405092737,,,0,SPEAKER_00,3
real_forced_m,long_00003_4507-7176-8455,s1,ungated_deflation,3,1,39.57839850202721,1,1,0,SPEAKER_01,3
real_forced_m,long_00003_4507-7176-8455,s1,ungated_deflation,3,2,-0.12461410881947693,1,1,0,SPEAKER_01,3
real_forced_m,long_00003_4507-7176-8455,s2,ungated_deflation,3,1,inf,2,2,0,SPEAKER_02,3
real_forced_m,long_00003_4507-7176-8455,s2,ungated_deflation,3,2,-2.007708083105458,2,2,0,SPEAKER_02,3
real_forced_m,long_00003_4507-7176-8455,s3,ungated_deflation,3,1,33.06568516969357,0,0,0,SPEAKER_00,3
real_forced_m,long_00003_4507-7176-8455,s3,ungated_deflation,3,2,-2.0384240405092737,0,0,0,SPEAKER_00,3
real_forced_m,long_00003_4507-7176-8455,s1,gated_deflation,3,1,39.57839850202721,1,1,0,SPEAKER_01,3
real_forced_m,long_00003_4507-7176-8455,s1,gated_deflation,3,2,-0.12461410881947693,1,1,0,SPEAKER_01,3
real_forced_m,long_00003_4507-7176-8455,s2,gated_deflation,3,1,inf,2,2,0,SPEAKER_02,3
real_forced_m,long_00003_4507-7176-8455,s2,gated_deflation,3,2,-2.007708083105458,2,2,0,SPEAKER_02,3
real_forced_m,long_00003_4507-7176-8455,s3,gated_deflation,3,1,33.06568516969357,0,0,0,SPEAKER_00,3
real_forced_m,long_00003_4507-7176-8455,s3,gated_deflation,3,2,-2.0384240405092737,0,0,0,SPEAKER_00,3
real_forced_m,long_00003_4507-7176-8455,s1,coarse_to_fine,3,1,39.57839850202721,,,2,SPEAKER_01,3
real_forced_m,long_00003_4507-7176-8455,s1,coarse_to_fine,3,2,-0.28446375502590776,,,2,SPEAKER_01,3
real_forced_m,long_00003_4507-7176-8455,s2,coarse_to_fine,3,1,inf,,,2,SPEAKER_02,3
real_forced_m,long_00003_4507-7176-8455,s2,coarse_to_fine,3,2,0.5794390315345757,,,2,SPEAKER_02,3
real_forced_m,long_00003_4507-7176-8455,s3,coarse_to_fine,3,1,33.06568516969357,,,2,SPEAKER_00,3
real_forced_m,long_00003_4507-7176-8455,s3,coarse_to_fine,3,2,-2.4789941426371236,,,2,SPEAKER_00,3
real_index_order,long_00003_4507-7176-8455,s1,no_recursion,3,1,39.57839850202721,,,0,SPEAKER_01,3
real_index_order,long_00003_4507-7176-8455,s1,no_recursion,3,2,-0.28446375502590776,,,0,SPEAKER_01,3
real_index_order,long_00003_4507-7176-8455,s2,no_recursion,3,1,inf,,,0,SPEAKER_02,3
real_index_order,long_00003_4507-7176-8455,s2,no_recursion,3,2,0.3115585525447494,,,0,SPEAKER_02,3
real_index_order,long_00003_4507-7176-8455,s3,no_recursion,3,1,33.06568516969357,,,0,SPEAKER_00,3
real_index_order,long_00003_4507-7176-8455,s3,no_recursion,3,2,-2.0384240405092737,,,0,SPEAKER_00,3
real_index_order,long_00003_4507-7176-8455,s1,ungated_deflation,3,1,39.57839850202721,0,0,0,SPEAKER_01,3
real_index_order,long_00003_4507-7176-8455,s1,ungated_deflation,3,2,-0.28446375502590776,0,0,0,SPEAKER_01,3
real_index_order,long_00003_4507-7176-8455,s2,ungated_deflation,3,1,inf,1,1,0,SPEAKER_02,3
real_index_order,long_00003_4507-7176-8455,s2,ungated_deflation,3,2,0.41893644225831134,1,1,0,SPEAKER_02,3
real_index_order,long_00003_4507-7176-8455,s3,ungated_deflation,3,1,33.06568516969357,2,2,0,SPEAKER_00,3
real_index_order,long_00003_4507-7176-8455,s3,ungated_deflation,3,2,-3.2640836223521257,2,2,0,SPEAKER_00,3
real_index_order,long_00003_4507-7176-8455,s1,gated_deflation,3,1,39.57839850202721,0,0,0,SPEAKER_01,3
real_index_order,long_00003_4507-7176-8455,s1,gated_deflation,3,2,-0.28446375502590776,0,0,0,SPEAKER_01,3
real_index_order,long_00003_4507-7176-8455,s2,gated_deflation,3,1,inf,1,1,0,SPEAKER_02,3
real_index_order,long_00003_4507-7176-8455,s2,gated_deflation,3,2,0.41893644225831134,1,1,0,SPEAKER_02,3
real_index_order,long_00003_4507-7176-8455,s3,gated_deflation,3,1,33.06568516969357,2,2,0,SPEAKER_00,3
real_index_order,long_00003_4507-7176-8455,s3,gated_deflation,3,2,-3.2640836223521257,2,2,0,SPEAKER_00,3
real_index_order,long_00003_4507-7176-8455,s1,coarse_to_fine,3,1,39.57839850202721,,,2,SPEAKER_01,3
real_index_order,long_00003_4507-7176-8455,s1,coarse_to_fine,3,2,-0.28446375502590776,,,2,SPEAKER_01,3
real_index_order,long_00003_4507-7176-8455,s2,coarse_to_fine,3,1,inf,,,2,SPEAKER_02,3
real_index_order,long_00003_4507-7176-8455,s2,coarse_to_fine,3,2,0.5794390315345757,,,2,SPEAKER_02,3
real_index_order,long_00003_4507-7176-8455,s3,coarse_to_fine,3,1,33.06568516969357,,,2,SPEAKER_00,3
real_index_order,long_00003_4507-7176-8455,s3,coarse_to_fine,3,2,-2.4789941426371236,,,2,SPEAKER_00,3
oracle,long_00004_5639-61-1089,s1,no_recursion,3,1,42.278867623610054,,,0,s1,3
oracle,long_00004_5639-61-1089,s1,no_recursion,3,2,-7.963044658450563,,,0,s1,3
oracle,long_00004_5639-61-1089,s2,no_recursion,3,1,44.984940195668266,,,0,s2,3
oracle,long_00004_5639-61-1089,s2,no_recursion,3,2,0.7570370922270055,,,0,s2,3
oracle,long_00004_5639-61-1089,s3,no_recursion,3,1,67.95591408677011,,,0,s3,3
oracle,long_00004_5639-61-1089,s3,no_recursion,3,2,-2.4466589513883403,,,0,s3,3
oracle,long_00004_5639-61-1089,s1,ungated_deflation,3,1,42.278867623610054,0,0,0,s1,3
oracle,long_00004_5639-61-1089,s1,ungated_deflation,3,2,-7.963044658450563,0,0,0,s1,3
oracle,long_00004_5639-61-1089,s2,ungated_deflation,3,1,46.29815574781798,1,1,0,s2,3
oracle,long_00004_5639-61-1089,s2,ungated_deflation,3,2,0.6343515979325655,1,1,0,s2,3
oracle,long_00004_5639-61-1089,s3,ungated_deflation,3,1,57.01248158405348,2,2,0,s3,3
oracle,long_00004_5639-61-1089,s3,ungated_deflation,3,2,-3.615171905438568,2,2,0,s3,3
oracle,long_00004_5639-61-1089,s1,gated_deflation,3,1,42.278867623610054,0,0,0,s1,3
oracle,long_00004_5639-61-1089,s1,gated_deflation,3,2,-7.963044658450563,0,0,0,s1,3
oracle,long_00004_5639-61-1089,s2,gated_deflation,3,1,46.29815574781798,1,1,0,s2,3
oracle,long_00004_5639-61-1089,s2,gated_deflation,3,2,0.6343515979325655,1,1,0,s2,3
oracle,long_00004_5639-61-1089,s3,gated_deflation,3,1,57.01248158405348,2,2,0,s3,3
oracle,long_00004_5639-61-1089,s3,gated_deflation,3,2,-3.615171905438568,2,2,0,s3,3
oracle,long_00004_5639-61-1089,s1,coarse_to_fine,3,1,42.278867623610054,,,2,s1,3
oracle,long_00004_5639-61-1089,s1,coarse_to_fine,3,2,-7.963044658450563,,,2,s1,3
oracle,long_00004_5639-61-1089,s2,coarse_to_fine,3,1,44.891158939733245,,,2,s2,3
oracle,long_00004_5639-61-1089,s2,coarse_to_fine,3,2,0.5346759735834454,,,2,s2,3
oracle,long_00004_5639-61-1089,s3,coarse_to_fine,3,1,67.95591408677011,,,2,s3,3
oracle,long_00004_5639-61-1089,s3,coarse_to_fine,3,2,-2.4466589513883403,,,2,s3,3
real,long_00004_5639-61-1089,s1,no_recursion,3,1,57.852534981511596,,,0,SPEAKER_00,3
real,long_00004_5639-61-1089,s1,no_recursion,3,2,-9.732013757520916,,,0,SPEAKER_00,3
real,long_00004_5639-61-1089,s2,no_recursion,3,1,31.602404752811715,,,0,SPEAKER_02,3
real,long_00004_5639-61-1089,s2,no_recursion,3,2,-3.68075450945744,,,0,SPEAKER_02,3
real,long_00004_5639-61-1089,s3,no_recursion,3,1,46.56822302821121,,,0,SPEAKER_01,3
real,long_00004_5639-61-1089,s3,no_recursion,3,2,-5.530944852866362,,,0,SPEAKER_01,3
real,long_00004_5639-61-1089,s1,ungated_deflation,3,1,57.852534981511596,0,0,0,SPEAKER_00,3
real,long_00004_5639-61-1089,s1,ungated_deflation,3,2,-9.732013757520916,0,0,0,SPEAKER_00,3
real,long_00004_5639-61-1089,s2,ungated_deflation,3,1,31.602404752811715,2,2,0,SPEAKER_02,3
real,long_00004_5639-61-1089,s2,ungated_deflation,3,2,-2.8132989851349945,2,2,0,SPEAKER_02,3
real,long_00004_5639-61-1089,s3,ungated_deflation,3,1,46.56822302821121,1,1,0,SPEAKER_01,3
real,long_00004_5639-61-1089,s3,ungated_deflation,3,2,-5.4345369508671135,1,1,0,SPEAKER_01,3
real,long_00004_5639-61-1089,s1,gated_deflation,3,1,57.852534981511596,0,0,0,SPEAKER_00,3
real,long_00004_5639-61-1089,s1,gated_deflation,3,2,-9.732013757520916,0,0,0,SPEAKER_00,3
real,long_00004_5639-61-1089,s2,gated_deflation,3,1,31.602404752811715,2,2,0,SPEAKER_02,3
real,long_00004_5639-61-1089,s2,gated_deflation,3,2,-2.8132989851349945,2,2,0,SPEAKER_02,3
real,long_00004_5639-61-1089,s3,gated_deflation,3,1,46.56822302821121,1,1,0,SPEAKER_01,3
real,long_00004_5639-61-1089,s3,gated_deflation,3,2,-5.4345369508671135,1,1,0,SPEAKER_01,3
real,long_00004_5639-61-1089,s1,coarse_to_fine,3,1,57.852534981511596,,,2,SPEAKER_00,3
real,long_00004_5639-61-1089,s1,coarse_to_fine,3,2,-9.732013757520916,,,2,SPEAKER_00,3
real,long_00004_5639-61-1089,s2,coarse_to_fine,3,1,31.602404752811715,,,2,SPEAKER_02,3
real,long_00004_5639-61-1089,s2,coarse_to_fine,3,2,-3.472825045175174,,,2,SPEAKER_02,3
real,long_00004_5639-61-1089,s3,coarse_to_fine,3,1,46.56822302821121,,,2,SPEAKER_01,3
real,long_00004_5639-61-1089,s3,coarse_to_fine,3,2,-5.530944852866362,,,2,SPEAKER_01,3
real_forced_m,long_00004_5639-61-1089,s1,no_recursion,3,1,57.852534981511596,,,0,SPEAKER_00,3
real_forced_m,long_00004_5639-61-1089,s1,no_recursion,3,2,-9.732013757520916,,,0,SPEAKER_00,3
real_forced_m,long_00004_5639-61-1089,s2,no_recursion,3,1,31.602404752811715,,,0,SPEAKER_02,3
real_forced_m,long_00004_5639-61-1089,s2,no_recursion,3,2,-3.68075450945744,,,0,SPEAKER_02,3
real_forced_m,long_00004_5639-61-1089,s3,no_recursion,3,1,46.56822302821121,,,0,SPEAKER_01,3
real_forced_m,long_00004_5639-61-1089,s3,no_recursion,3,2,-5.530944852866362,,,0,SPEAKER_01,3
real_forced_m,long_00004_5639-61-1089,s1,ungated_deflation,3,1,57.852534981511596,0,0,0,SPEAKER_00,3
real_forced_m,long_00004_5639-61-1089,s1,ungated_deflation,3,2,-9.732013757520916,0,0,0,SPEAKER_00,3
real_forced_m,long_00004_5639-61-1089,s2,ungated_deflation,3,1,31.602404752811715,2,2,0,SPEAKER_02,3
real_forced_m,long_00004_5639-61-1089,s2,ungated_deflation,3,2,-2.8132989851349945,2,2,0,SPEAKER_02,3
real_forced_m,long_00004_5639-61-1089,s3,ungated_deflation,3,1,46.56822302821121,1,1,0,SPEAKER_01,3
real_forced_m,long_00004_5639-61-1089,s3,ungated_deflation,3,2,-5.4345369508671135,1,1,0,SPEAKER_01,3
real_forced_m,long_00004_5639-61-1089,s1,gated_deflation,3,1,57.852534981511596,0,0,0,SPEAKER_00,3
real_forced_m,long_00004_5639-61-1089,s1,gated_deflation,3,2,-9.732013757520916,0,0,0,SPEAKER_00,3
real_forced_m,long_00004_5639-61-1089,s2,gated_deflation,3,1,31.602404752811715,2,2,0,SPEAKER_02,3
real_forced_m,long_00004_5639-61-1089,s2,gated_deflation,3,2,-2.8132989851349945,2,2,0,SPEAKER_02,3
real_forced_m,long_00004_5639-61-1089,s3,gated_deflation,3,1,46.56822302821121,1,1,0,SPEAKER_01,3
real_forced_m,long_00004_5639-61-1089,s3,gated_deflation,3,2,-5.4345369508671135,1,1,0,SPEAKER_01,3
real_forced_m,long_00004_5639-61-1089,s1,coarse_to_fine,3,1,57.852534981511596,,,2,SPEAKER_00,3
real_forced_m,long_00004_5639-61-1089,s1,coarse_to_fine,3,2,-9.732013757520916,,,2,SPEAKER_00,3
real_forced_m,long_00004_5639-61-1089,s2,coarse_to_fine,3,1,31.602404752811715,,,2,SPEAKER_02,3
real_forced_m,long_00004_5639-61-1089,s2,coarse_to_fine,3,2,-3.472825045175174,,,2,SPEAKER_02,3
real_forced_m,long_00004_5639-61-1089,s3,coarse_to_fine,3,1,46.56822302821121,,,2,SPEAKER_01,3
real_forced_m,long_00004_5639-61-1089,s3,coarse_to_fine,3,2,-5.530944852866362,,,2,SPEAKER_01,3
real_index_order,long_00004_5639-61-1089,s1,no_recursion,3,1,57.852534981511596,,,0,SPEAKER_00,3
real_index_order,long_00004_5639-61-1089,s1,no_recursion,3,2,-9.732013757520916,,,0,SPEAKER_00,3
real_index_order,long_00004_5639-61-1089,s2,no_recursion,3,1,31.602404752811715,,,0,SPEAKER_02,3
real_index_order,long_00004_5639-61-1089,s2,no_recursion,3,2,-3.68075450945744,,,0,SPEAKER_02,3
real_index_order,long_00004_5639-61-1089,s3,no_recursion,3,1,46.56822302821121,,,0,SPEAKER_01,3
real_index_order,long_00004_5639-61-1089,s3,no_recursion,3,2,-5.530944852866362,,,0,SPEAKER_01,3
real_index_order,long_00004_5639-61-1089,s1,ungated_deflation,3,1,57.852534981511596,0,0,0,SPEAKER_00,3
real_index_order,long_00004_5639-61-1089,s1,ungated_deflation,3,2,-9.732013757520916,0,0,0,SPEAKER_00,3
real_index_order,long_00004_5639-61-1089,s2,ungated_deflation,3,1,31.602404752811715,1,1,0,SPEAKER_02,3
real_index_order,long_00004_5639-61-1089,s2,ungated_deflation,3,2,-3.5290309552274306,1,1,0,SPEAKER_02,3
real_index_order,long_00004_5639-61-1089,s3,ungated_deflation,3,1,46.56822302821121,2,2,0,SPEAKER_01,3
real_index_order,long_00004_5639-61-1089,s3,ungated_deflation,3,2,-5.671947135934903,2,2,0,SPEAKER_01,3
real_index_order,long_00004_5639-61-1089,s1,gated_deflation,3,1,57.852534981511596,0,0,0,SPEAKER_00,3
real_index_order,long_00004_5639-61-1089,s1,gated_deflation,3,2,-9.732013757520916,0,0,0,SPEAKER_00,3
real_index_order,long_00004_5639-61-1089,s2,gated_deflation,3,1,31.602404752811715,1,1,0,SPEAKER_02,3
real_index_order,long_00004_5639-61-1089,s2,gated_deflation,3,2,-3.5290309552274306,1,1,0,SPEAKER_02,3
real_index_order,long_00004_5639-61-1089,s3,gated_deflation,3,1,46.56822302821121,2,2,0,SPEAKER_01,3
real_index_order,long_00004_5639-61-1089,s3,gated_deflation,3,2,-5.671947135934903,2,2,0,SPEAKER_01,3
real_index_order,long_00004_5639-61-1089,s1,coarse_to_fine,3,1,57.852534981511596,,,2,SPEAKER_00,3
real_index_order,long_00004_5639-61-1089,s1,coarse_to_fine,3,2,-9.732013757520916,,,2,SPEAKER_00,3
real_index_order,long_00004_5639-61-1089,s2,coarse_to_fine,3,1,31.602404752811715,,,2,SPEAKER_02,3
real_index_order,long_00004_5639-61-1089,s2,coarse_to_fine,3,2,-3.472825045175174,,,2,SPEAKER_02,3
real_index_order,long_00004_5639-61-1089,s3,coarse_to_fine,3,1,46.56822302821121,,,2,SPEAKER_01,3
real_index_order,long_00004_5639-61-1089,s3,coarse_to_fine,3,2,-5.530944852866362,,,2,SPEAKER_01,3
