scene,speaker,system,round,accepted,mean_variance,margin,vad_coverage,artifact_score,reason
260-123286-0003_1221-135766-0008_2830-3980-0067,s3,coarse_to_fine,1,True,0.0,0.40932554869217097,1.0,0.48080341825695067,accepted
260-123286-0005_4992-41797-0009_61-70968-0030,s1,gated_deflation,0,False,0.0,-0.0019304138215073818,1.0,0.8158823301433649,margin
260-123286-0005_4992-41797-0009_61-70968-0030,s2,gated_deflation,0,True,0.00014634565310967784,0.5578036750739773,1.0,0.4475997355062804,accepted
260-123286-0005_4992-41797-0009_61-70968-0030,s3,gated_deflation,0,True,0.0,0.2412391999352596,1.0,0.7866623692352703,accepted
260-123286-0005_4992-41797-0009_61-70968-0030,s1,coarse_to_fine,0,False,0.0,-0.29969948841248367,1.0,0.4253391347534013,margin
260-123286-0005_4992-41797-0009_61-70968-0030,s2,coarse_to_fine,0,False,0.00014634565310967784,-0.06928064685632135,1.0,0.3796955317032037,margin
260-123286-0005_4992-41797-0009_61-70968-0030,s3,coarse_to_fine,0,True,0.0,0.3154281401312383,1.0,0.44349318023665185,accepted
260-123286-0005_4992-41797-0009_61-70968-0030,s1,coarse_to_fine,1,False,0.0,-0.4676005308106594,1.0,0.4253391347534013,margin
260-123286-0005_4992-41797-0009_61-70968-0030,s2,coarse_to_fine,1,False,0.00014634565310967784,-0.12984228249430585,1.0,0.3796955317032037,margin
260-123286-0005_4992-41797-0009_61-70968-0030,s3,coarse_to_fine,1,True,0.0,0.5452758325078368,1.0,0.47833482849150155,accepted
61-70970-0033_4446-2271-0021_1089-134691-0025,s1,gated_deflation,0,True,0.0,0.22915035309602172,1.0,0.792905550295972,accepted
61-70970-0033_4446-2271-0021_1089-134691-0025,s2,gated_deflation,0,False,0.0,0.03188294115898255,0.977734375,0.7737423125767539,margin
61-70970-0033_4446-2271-0021_1089-134691-0025,s3,gated_deflation,0,True,0.00016577863964841054,0.17242084343232644,0.97373046875,0.5419150216294176,accepted
61-70970-0033_4446-2271-0021_1089-134691-0025,s1,coarse_to_fine,0,True,0.0,0.18904872828670977,1.0,0.3874470814645374,accepted
61-70970-0033_4446-2271-0021_1089-134691-0025,s2,coarse_to_fine,0,False,0.0,-0.15076585105339668,1.0,0.30775250467693693,margin
61-70970-0033_4446-2271-0021_1089-134691-0025,s3,coarse_to_fine,0,False,0.00016577863964841054,-0.04029116234039232,1.0,0.39764880877213554,margin
61-70970-0033_4446-2271-0021_1089-134691-0025,s1,coarse_to_fine,1,True,0.0,0.349219848229783,1.0,0.3941273546123105,accepted
61-70970-0033_4446-2271-0021_1089-134691-0025,s2,coarse_to_fine,1,False,0.0,-0.21944446120650296,1.0,0.30775250467693693,margin
61-70970-0033_4446-2271-0021_1089-134691-0025,s3,coarse_to_fine,1,False,0.00016577863964841054,-0.25174154396092263,1.0,0.39764880877213554,margin
7021-79730-0006_5142-36586-0000_2300-131720-0009,s1,gated_deflation,0,False,0.00017153841809880782,0.0684550988594283,1.0,0.40782006343801874,margin
7021-79730-0006_5142-36586-0000_2300-131720-0009,s2,gated_deflation,0,True,0.0,0.17410702405974166,1.0,0.8801483505128428,accepted
7021-79730-0006_5142-36586-0000_2300-131720-0009,s3,gated_deflation,0,True,0.0,0.1597217912926192,1.0,0.5158561725628826,accepted
7021-79730-0006_5142-36586-0000_2300-131720-0009,s1,coarse_to_fine,0,False,0.00017153841809880782,-0.1307290652896403,1.0,0.2828008560483876,margin
7021-79730-0006_5142-36586-0000_2300-131720-0009,s2,coarse_to_fine,0,True,0.0,0.13110374220830154,1.0,0.5451669373262206,accepted
7021-79730-0006_5142-36586-0000_2300-131720-0009,s3,coarse_to_fine,0,True,0.0,0.11587605877111007,1.0,0.29486232479465607,accepted
7021-79730-0006_5142-36586-0000_2300-131720-0009,s1,coarse_to_fine,1,False,0.00017153841809880782,-0.3927618683438067,1.0,0.2828008560483876,margin
7021-79730-0006_5142-36586-0000_2300-131720-0009,s2,coarse_to_fine,1,True,0.0,0.4465334821675895,1.0,0.5464575118735198,accepted
7021-79730-0006_5142-36586-0000_2300-131720-0009,s3,coarse_to_fine,1,True,0.0,0.4071524500743601,0.9923445671121441,0.2705917169089381,accepted
6829-68771-0022_1221-135766-0014_5683-32865-0004,s1,gated_deflation,0,False,0.0,0.08619288495936511,1.0,0.7712756446040064,margin
6829-68771-0022_1221-135766-0014_5683-32865-0004,s2,gated_deflation,0,False,0.0,-0.11737183396526413,1.0,0.7219830100433535,margin
6829-68771-0022_1221-135766-0014_5683-32865-0004,s3,gated_deflation,0,True,0.0001320001880865432,0.514487262558323,1.0,0.5117583181633207,accepted
6829-68771-0022_1221-135766-0014_5683-32865-0004,s1,coarse_to_fine,0,False,0.0,0.04472830966815025,1.0,0.44901693865170755,margin
6829-68771-0022_1221-135766-0014_5683-32865-0004,s2,coarse_to_fine,0,False,0.0,-0.129973521292846,1.0,0.4402638020038948,margin
6829-68771-0022_1221-135766-0014_5683-32865-0004,s3,coarse_to_fine,0,False,0.0001320001880865432,0.08294354074749724,1.0,0.41670324677140963,margin
6829-68771-0022_1221-135766-0014_5683-32865-0004,s1,coarse_to_fine,1,False,0.0,0.04472830966815025,1.0,0.44901693865170755,margin
6829-68771-0022_1221-135766-0014_5683-32865-0004,s2,coarse_to_fine,1,False,0.0,-0.129973521292846,1.0,0.4402638020038948,margin
6829-68771-0022_1221-135766-0014_5683-32865-0004,s3,coarse_to_fine,1,False,0.0001320001880865432,0.08294354074749724,1.0,0.41670324677140963,margin
4446-2275-0013_908-157963-0000_1284-1180-0030,s1,gated_deflation,0,False,0.0,0.08753947424881842,1.0,0.8962801578169636,margin
4446-2275-0013_908-157963-0000_1284-1180-0030,s2,gated_deflation,0,True,0.0,0.2754763554863528,1.0,0.615071396488784,accepted
4446-2275-0013_908-157963-0000_1284-1180-0030,s3,gated_deflation,0,True,8.190274954042101e-05,0.32797673132899247,1.0,0.4447174017876093,accepted
4446-2275-0013_908-157963-0000_1284-1180-0030,s1,coarse_to_fine,0,False,0.0,-0.38653940943947984,1.0,0.49798383451344097,margin
4446-2275-0013_908-157963-0000_1284-1180-0030,s2,coarse_to_fine,0,True,0.0,0.2488149520757338,1.0,0.45520289476688314,accepted
4446-2275-0013_908-157963-0000_1284-1180-0030,s3,coarse_to_fine,0,True,8.190274954042101e-05,0.49252517740619434,1.0,0.3335310030109685,accepted
4446-2275-0013_908-157963-0000_1284-1180-0030,s1,coarse_to_fine,1,False,0.0,-0.5242926421237377,1.0,0.49798383451344097,margin
4446-2275-0013_908-157963-0000_1284-1180-0030,s2,coarse_to_fine,1,True,0.0,0.5225196271744699,1.0,0.4289534342874072,accepted
4446-2275-0013_908-157963-0000_1284-1180-0030,s3,coarse_to_fine,1,True,8.190274954042101e-05,0.5445261248961941,1.0,0.32183230426045384,accepted
7176-92135-0002_2830-3979-0001_4446-2271-0016,s1,gated_deflation,0,False,0.0,-0.07493353259974905,1.0,0.863318114521959,margin
7176-92135-0002_2830-3979-0001_4446-2271-0016,s2,gated_deflation,0,True,0.0001020438898698278,0.6061469241382422,0.9914584464964693,0.39547704732144057,accepted
7176-92135-0002_2830-3979-0001_4446-2271-0016,s3,gated_deflation,0,False,0.0,-0.187950141736328,0.9425991309071157,0.5911548051864728,margin
7176-92135-0002_2830-3979-0001_4446-2271-0016,s1,coarse_to_fine,0,False,0.0,-0.3362788400969488,1.0,0.2802612197526414,margin
7176-92135-0002_2830-3979-0001_4446-2271-0016,s2,coarse_to_fine,0,True,0.0001020438898698278,0.5263514963401699,0.9914584464964693,0.3119857608206952,accepted
7176-92135-0002_2830-3979-0001_4446-2271-0016,s3,coarse_to_fine,0,False,0.0,-0.28090586050342814,0.9427077675176534,0.2576522097294131,margin
7176-92135-0002_2830-3979-0001_4446-2271-0016,s1,coarse_to_fine,1,False,0.0,-0.4684858401807375,1.0,0.2802612197526414,margin
7176-92135-0002_2830-3979-0001_4446-2271-0016,s2,coarse_to_fine,1,True,0.0001020438898698278,0.7010438552510418,0.9574687669744704,0.3136506893883236,accepted
7176-92135-0002_2830-3979-0001_4446-2271-0016,s3,coarse_to_fine,1,False,0.0,-0.4460577775955531,0.9427077675176534,0.2576522097294131,margin
61-70970-0011_8555-284447-0003_8224-274381-0000,s1,gated_deflation,0,True,0.0,0.4047685024022646,1.0,0.8111615048336527,accepted
61-70970-0011_8555-284447-0003_8224-274381-0000,s2,gated_deflation,0,False,0.0,-0.09434369371837098,1.0,0.8655118214978799,margin
61-70970-0011_8555-284447-0003_8224-274381-0000,s3,gated_deflation,0,True,0.00023357928901126518,0.367865029704387,1.0,0.3733296465402076,accepted
61-70970-0011_8555-284447-0003_8224-274381-0000,s1,coarse_to_fine,0,True,0.0,0.4432564524439978,1.0,0.40003290607213854,accepted
61-70970-0011_8555-284447-0003_8224-274381-0000,s2,coarse_to_fine,0,True,0.0,0.10558671870038844,1.0,0.3459416594792188,accepted
61-70970-0011_8555-284447-0003_8224-274381-0000,s3,coarse_to_fine,0,False,0.00023357928901126518,-0.07816479012534105,1.0,0.33649861680893906,margin
61-70970-0011_8555-284447-0003_8224-274381-0000,s1,coarse_to_fine,1,True,0.0,0.6837531549164233,1.0,0.49616165894049735,accepted
61-70970-0011_8555-284447-0003_8224-274381-0000,s2,coarse_to_fine,1,True,0.0,0.4631219769622,1.0,0.331355538564969,accepted
61-70970-0011_8555-284447-0003_8224-274381-0000,s3,coarse_to_fine,1,False,0.00023357928901126518,-0.19924335107168084,1.0,0.33649861680893906,margin
61-70968-0004_1284-1180-0005_2094-142345-0006,s1,gated_deflation,0,True,0.0,0.2865070076465755,1.0,0.8667762553854897,accepted
61-70968-0004_1284-1180-0005_2094-142345-0006,s2,gated_deflation,0,False,0.0,0.036987577691343976,0.968018018018018,0.7246010709522626,margin
61-70968-0004_1284-1180-0005_2094-142345-0006,s3,gated_deflation,0,True,0.00015223769834202665,0.42759964923971905,1.0,0.41252261333796564,accepted
61-70968-0004_1284-1180-0005_2094-142345-0006,s1,coarse_to_fine,0,False,0.0,0.0035418521503787215,1.0,0.4668472137743525,margin
61-70968-0004_1284-1180-0005_2094-142345-0006,s2,coarse_to_fine,0,True,0.0,0.1374115485654811,1.0,0.35725400704745325,accepted
61-70968-0004_1284-1180-0005_2094-142345-0006,s3,coarse_to_fine,0,True,0.00015223769834202665,0.1974748834936511,1.0,0.36283818183156014,accepted
61-70968-0004_1284-1180-0005_2094-142345-0006,s1,coarse_to_fine,1,False,0.0,-0.2381604102907357,1.0,0.4668472137743525,margin
61-70968-0004_1284-1180-0005_2094-142345-0006,s2,coarse_to_fine,1,True,0.0,0.20500765174334024,1.0,0.3332202545070773,accepted
