scene,speaker,system,m,depth,si_sdr,deflation_index,n_accepted_before,refine_rounds
5142-36377-0017_2830-3980-0022_3729-6852-0038_x5,s2,ungated_deflation,5,2,nan,1,1,0
5142-36377-0017_2830-3980-0022_3729-6852-0038_x5,s2,ungated_deflation,5,3,nan,1,1,0
5142-36377-0017_2830-3980-0022_3729-6852-0038_x5,s2,ungated_deflation,5,4,nan,1,1,0
5142-36377-0017_2830-3980-0022_3729-6852-0038_x5,s2,ungated_deflation,5,5,-8.808080646511222,1,1,0
5142-36377-0017_2830-3980-0022_3729-6852-0038_x5,s3,ungated_deflation,5,1,inf,2,2,0
5142-36377-0017_2830-3980-0022_3729-6852-0038_x5,s3,ungated_deflation,5,2,-12.808600238413494,2,2,0
5142-36377-0017_2830-3980-0022_3729-6852-0038_x5,s3,ungated_deflation,5,3,-13.050837593428309,2,2,0
5142-36377-0017_2830-3980-0022_3729-6852-0038_x5,s3,ungated_deflation,5,4,-1.5879641892601293,2,2,0
5142-36377-0017_2830-3980-0022_3729-6852-0038_x5,s3,ungated_deflation,5,5,-7.139034175984277,2,2,0
5142-36377-0017_2830-3980-0022_3729-6852-0038_x5,s4,ungated_deflation,5,1,48.11522485151757,4,4,0
5142-36377-0017_2830-3980-0022_3729-6852-0038_x5,s4,ungated_deflation,5,2,9.20420034851755,4,4,0
5142-36377-0017_2830-3980-0022_3729-6852-0038_x5,s4,ungated_deflation,5,3,8.725219124185255,4,4,0
5142-36377-0017_2830-3980-0022_3729-6852-0038_x5,s4,ungated_deflation,5,4,-0.8017380064736478,4,4,0
5142-36377-0017_2830-3980-0022_3729-6852-0038_x5,s4,ungated_deflation,5,5,-3.905849299347546,4,4,0
5142-36377-0017_2830-3980-0022_3729-6852-0038_x5,s5,ungated_deflation,5,1,4.909437140897921,3,3,0
5142-36377-0017_2830-3980-0022_3729-6852-0038_x5,s5,ungated_deflation,5,2,nan,3,3,0
