scene,speaker,system,m,depth,si_sdr,deflation_index,n_accepted_before,refine_rounds
4507-16021-0025_1188-133604-0025_4992-23283-0016,s1,gated_deflation,3,2,3.2976708379133877,2,2,0
4507-16021-0025_1188-133604-0025_4992-23283-0016,s1,gated_deflation,3,3,4.0740315284354685,2,2,0
4507-16021-0025_1188-133604-0025_4992-23283-0016,s2,gated_deflation,3,1,inf,0,0,0
4507-16021-0025_1188-133604-0025_4992-23283-0016,s2,gated_deflation,3,2,0.18723027080135296,0,0,0
4507-16021-0025_1188-133604-0025_4992-23283-0016,s2,gated_deflation,3,3,0.4652689314551195,0,0,0
4507-16021-0025_1188-133604-0025_4992-23283-0016,s3,gated_deflation,3,1,30.20786025901299,1,1,0
4507-16021-0025_1188-133604-0025_4992-23283-0016,s3,gated_deflation,3,2,nan,1,1,0
4507-16021-0025_1188-133604-0025_4992-23283-0016,s3,gated_deflation,3,3,-7.4309754518314755,1,1,0
4507-16021-0025_1188-133604-0025_4992-23283-0016,s1,coarse_to_fine,3,1,68.00350508734051,,,2
4507-16021-0025_1188-133604-0025_4992-23283-0016,s1,coarse_to_fine,3,2,9.623690078765627,,,2
4507-16021-0025_1188-133604-0025_4992-23283-0016,s1,coarse_to_fine,3,3,6.194380673634168,,,2
4507-16021-0025_1188-133604-0025_4992-23283-0016,s2,coarse_to_fine,3,1,inf,,,2
4507-16021-0025_1188-133604-0025_4992-23283-0016,s2,coarse_to_fine,3,2,0.18723027080135296,,,2
4507-16021-0025_1188-133604-0025_4992-23283-0016,s2,coarse_to_fine,3,3,0.4652689314551195,,,2
4507-16021-0025_1188-133604-0025_4992-23283-0016,s3,coarse_to_fine,3,1,30.707461472002088,,,2
4507-16021-0025_1188-133604-0025_4992-23283-0016,s3,coarse_to_fine,3,2,nan,,,2
4507-16021-0025_1188-133604-0025_4992-23283-0016,s3,coarse_to_fine,3,3,-9.183215707484568,,,2
5142-36377-0017_2830-3980-0022_3729-6852-0038,s1,no_recursion,3,1,inf,,,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s1,no_recursion,3,2,-7.039655213973162,,,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s1,no_recursion,3,3,-0.07218906247978461,,,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s2,no_recursion,3,1,inf,,,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s2,no_recursion,3,2,nan,,,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s2,no_recursion,3,3,1.5589209002666835,,,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s3,no_recursion,3,1,33.999655582496416,,,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s3,no_recursion,3,2,-0.2218151027948623,,,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s3,no_recursion,3,3,-5.519694843711175,,,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s1,ungated_deflation,3,1,inf,0,0,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s1,ungated_deflation,3,2,-7.039655213973162,0,0,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s1,ungated_deflation,3,3,-0.07218906247978461,0,0,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s2,ungated_deflation,3,1,inf,1,1,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s2,ungated_deflation,3,2,nan,1,1,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s2,ungated_deflation,3,3,-2.561149260075455,1,1,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s3,ungated_deflation,3,1,13.962432487949544,2,2,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s3,ungated_deflation,3,2,1.5692370502082764,2,2,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s3,ungated_deflation,3,3,-4.88988329228372,2,2,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s1,gated_deflation,3,1,inf,0,0,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s1,gated_deflation,3,2,-7.039655213973162,0,0,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s1,gated_deflation,3,3,-0.07218906247978461,0,0,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s2,gated_deflation,3,1,inf,1,1,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s2,gated_deflation,3,2,nan,1,1,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s2,gated_deflation,3,3,-2.561149260075455,1,1,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s3,gated_deflation,3,1,13.962432487949544,2,2,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s3,gated_deflation,3,2,1.5692370502082764,2,2,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s3,gated_deflation,3,3,-4.88988329228372,2,2,0
5142-36377-0017_2830-3980-0022_3729-6852-0038,s1,coarse_to_fine,3,1,inf,,,2
5142-36377-0017_2830-3980-0022_3729-6852-0038,s1,coarse_to_fine,3,2,-6.811453681418319,,,2
5142-36377-0017_2830-3980-0022_3729-6852-0038,s1,coarse_to_fine,3,3,-0.37858248517269355,,,2
5142-36377-0017_2830-3980-0022_3729-6852-0038,s2,coarse_to_fine,3,1,inf,,,2
5142-36377-0017_2830-3980-0022_3729-6852-0038,s2,coarse_to_fine,3,2,nan,,,2
5142-36377-0017_2830-3980-0022_3729-6852-0038,s2,coarse_to_fine,3,3,1.5589209002666835,,,2
5142-36377-0017_2830-3980-0022_3729-6852-0038,s3,coarse_to_fine,3,1,33.999655582496416,,,2
5142-36377-0017_2830-3980-0022_3729-6852-0038,s3,coarse_to_fine,3,2,-0.2218151027948623,,,2
5142-36377-0017_2830-3980-0022_3729-6852-0038,s3,coarse_to_fine,3,3,-5.519694843711175,,,2
7021-79759-0005_4507-16021-0058_260-123288-0005,s1,no_recursion,3,1,45.264489489444166,,,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s1,no_recursion,3,2,-3.7240874442076093,,,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s1,no_recursion,3,3,-0.9730553967921302,,,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s2,no_recursion,3,1,inf,,,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s2,no_recursion,3,2,nan,,,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s2,no_recursion,3,3,2.103872582153635,,,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s3,no_recursion,3,1,36.430955989484715,,,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s3,no_recursion,3,2,-0.17765570659222674,,,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s3,no_recursion,3,3,-0.20077527956104724,,,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s1,ungated_deflation,3,1,45.264489489444166,0,0,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s1,ungated_deflation,3,2,-3.7240874442076093,0,0,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s1,ungated_deflation,3,3,-0.9730553967921302,0,0,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s2,ungated_deflation,3,1,inf,1,1,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s2,ungated_deflation,3,2,nan,1,1,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s2,ungated_deflation,3,3,-2.4895110670944383,1,1,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s3,ungated_deflation,3,1,13.622844522795809,2,2,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s3,ungated_deflation,3,2,1.7006279831472182,2,2,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s3,ungated_deflation,3,3,-0.7900008827522025,2,2,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s1,gated_deflation,3,1,45.264489489444166,0,0,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s1,gated_deflation,3,2,-3.7240874442076093,0,0,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s1,gated_deflation,3,3,-0.9730553967921302,0,0,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s2,gated_deflation,3,1,inf,1,0,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s2,gated_deflation,3,2,nan,1,0,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s2,gated_deflation,3,3,2.103872582153635,1,0,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s3,gated_deflation,3,1,36.430955989484715,2,0,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s3,gated_deflation,3,2,-0.17765570659222674,2,0,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s3,gated_deflation,3,3,-0.20077527956104724,2,0,0
7021-79759-0005_4507-16021-0058_260-123288-0005,s1,coarse_to_fine,3,1,45.264489489444166,,,2
7021-79759-0005_4507-16021-0058_260-123288-0005,s1,coarse_to_fine,3,2,-3.7240874442076093,,,2
7021-79759-0005_4507-16021-0058_260-123288-0005,s1,coarse_to_fine,3,3,-0.9730553967921302,,,2
7021-79759-0005_4507-16021-0058_260-123288-0005,s2,coarse_to_fine,3,1,inf,,,2
7021-79759-0005_4507-16021-0058_260-123288-0005,s2,coarse_to_fine,3,2,nan,,,2
7021-79759-0005_4507-16021-0058_260-123288-0005,s2,coarse_to_fine,3,3,2.103872582153635,,,2
7021-79759-0005_4507-16021-0058_260-123288-0005,s3,coarse_to_fine,3,1,36.64109277331554,,,2
7021-79759-0005_4507-16021-0058_260-123288-0005,s3,coarse_to_fine,3,2,2.4343986885607434,,,2
7021-79759-0005_4507-16021-0058_260-123288-0005,s3,coarse_to_fine,3,3,-1.9367321869890421,,,2
672-122797-0044_8463-294828-0013_4507-16021-0043,s1,no_recursion,3,1,inf,,,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s1,no_recursion,3,2,nan,,,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s1,no_recursion,3,3,3.1844214851670456,,,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s2,no_recursion,3,1,34.61746201762609,,,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s2,no_recursion,3,2,11.883818758005145,,,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s2,no_recursion,3,3,0.7521656006416686,,,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s3,no_recursion,3,1,32.25612970090788,,,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s3,no_recursion,3,2,-29.239347070733007,,,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s3,no_recursion,3,3,-4.390441656462225,,,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s1,ungated_deflation,3,1,inf,0,0,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s1,ungated_deflation,3,2,nan,0,0,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s1,ungated_deflation,3,3,3.1844214851670456,0,0,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s2,ungated_deflation,3,1,28.681097638364676,2,2,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s2,ungated_deflation,3,2,14.559033872744173,2,2,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s2,ungated_deflation,3,3,-0.990951884615615,2,2,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s3,ungated_deflation,3,1,24.490583623724397,1,1,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s3,ungated_deflation,3,2,-26.806799301639657,1,1,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s3,ungated_deflation,3,3,-4.727324838665306,1,1,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s1,gated_deflation,3,1,inf,0,0,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s1,gated_deflation,3,2,nan,0,0,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s1,gated_deflation,3,3,3.1844214851670456,0,0,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s2,gated_deflation,3,1,31.707649908509733,2,1,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s2,gated_deflation,3,2,17.17607404973372,2,1,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s2,gated_deflation,3,3,-2.8201133667187968,2,1,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s3,gated_deflation,3,1,24.490583623724397,1,1,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s3,gated_deflation,3,2,-26.806799301639657,1,1,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s3,gated_deflation,3,3,-4.727324838665306,1,1,0
672-122797-0044_8463-294828-0013_4507-16021-0043,s1,coarse_to_fine,3,1,inf,,,2
672-122797-0044_8463-294828-0013_4507-16021-0043,s1,coarse_to_fine,3,2,nan,,,2
672-122797-0044_8463-294828-0013_4507-16021-0043,s1,coarse_to_fine,3,3,-0.3988713120374737,,,2
672-122797-0044_8463-294828-0013_4507-16021-0043,s2,coarse_to_fine,3,1,32.971902324147926,,,2
672-122797-0044_8463-294828-0013_4507-16021-0043,s2,coarse_to_fine,3,2,10.879785005802063,,,2
672-122797-0044_8463-294828-0013_4507-16021-0043,s2,coarse_to_fine,3,3,0.6506934156228592,,,2
672-122797-0044_8463-294828-0013_4507-16021-0043,s3,coarse_to_fine,3,1,32.25612970090788,,,2
672-122797-0044_8463-294828-0013_4507-16021-0043,s3,coarse_to_fine,3,2,-29.239347070733007,,,2
672-122797-0044_8463-294828-0013_4507-16021-0043,s3,coarse_to_fine,3,3,-4.390441656462225,,,2
6930-81414-0001_1995-1836-0006_121-121726-0014,s1,no_recursion,3,1,56.99175397186025,,,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s1,no_recursion,3,2,6.216161195599873,,,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s1,no_recursion,3,3,-7.012142925822308,,,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s2,no_recursion,3,1,inf,,,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s2,no_recursion,3,2,7.672927795756317,,,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s2,no_recursion,3,3,6.143881433239388,,,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s3,no_recursion,3,1,48.30915896393399,,,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s3,no_recursion,3,2,nan,,,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s3,no_recursion,3,3,-0.26541887496702715,,,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s1,ungated_deflation,3,1,57.01260678683728,2,2,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s1,ungated_deflation,3,2,-2.2761971430116037,2,2,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s1,ungated_deflation,3,3,-5.997076849695593,2,2,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s2,ungated_deflation,3,1,inf,0,0,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s2,ungated_deflation,3,2,7.672927795756317,0,0,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s2,ungated_deflation,3,3,6.143881433239388,0,0,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s3,ungated_deflation,3,1,35.13512137264247,1,1,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s3,ungated_deflation,3,2,nan,1,1,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s3,ungated_deflation,3,3,-4.414391098335454,1,1,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s1,gated_deflation,3,1,54.34494806719324,2,1,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s1,gated_deflation,3,2,1.827952456896127,2,1,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s1,gated_deflation,3,3,-6.321620147995642,2,1,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s2,gated_deflation,3,1,inf,0,0,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s2,gated_deflation,3,2,7.672927795756317,0,0,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s2,gated_deflation,3,3,6.143881433239388,0,0,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s3,gated_deflation,3,1,35.13512137264247,1,1,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s3,gated_deflation,3,2,nan,1,1,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s3,gated_deflation,3,3,-4.414391098335454,1,1,0
6930-81414-0001_1995-1836-0006_121-121726-0014,s1,coarse_to_fine,3,1,57.166505007090635,,,2
6930-81414-0001_1995-1836-0006_121-121726-0014,s1,coarse_to_fine,3,2,7.473188172112769,,,2
6930-81414-0001_1995-1836-0006_121-121726-0014,s1,coarse_to_fine,3,3,-8.66879258235794,,,2
6930-81414-0001_1995-1836-0006_121-121726-0014,s2,coarse_to_fine,3,1,inf,,,2
6930-81414-0001_1995-1836-0006_121-121726-0014,s2,coarse_to_fine,3,2,5.846116889334269,,,2
6930-81414-0001_1995-1836-0006_121-121726-0014,s2,coarse_to_fine,3,3,5.430234769320348,,,2
6930-81414-0001_1995-1836-0006_121-121726-0014,s3,coarse_to_fine,3,1,48.30915896393399,,,2
6930-81414-0001_1995-1836-0006_121-121726-0014,s3,coarse_to_fine,3,2,nan,,,2
6930-81414-0001_1995-1836-0006_121-121726-0014,s3,coarse_to_fine,3,3,-0.26541887496702715,,,2
8555-284449-0002_1995-1837-0004_1089-134686-0002,s1,no_recursion,3,1,27.80542085331851,,,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s1,no_recursion,3,2,17.58635762420925,,,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s1,no_recursion,3,3,-10.524209131529872,,,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s2,no_recursion,3,1,inf,,,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s2,no_recursion,3,2,nan,,,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s2,no_recursion,3,3,3.616859476556546,,,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s3,no_recursion,3,1,31.479593383158402,,,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s3,no_recursion,3,2,-18.324533799448954,,,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s3,no_recursion,3,3,4.89459919894558,,,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s1,ungated_deflation,3,1,25.70008996057457,2,2,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s1,ungated_deflation,3,2,13.717213231160624,2,2,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s1,ungated_deflation,3,3,-9.87797256150057,2,2,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s2,ungated_deflation,3,1,inf,0,0,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s2,ungated_deflation,3,2,nan,0,0,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s2,ungated_deflation,3,3,3.616859476556546,0,0,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s3,ungated_deflation,3,1,26.865705454691586,1,1,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s3,ungated_deflation,3,2,-17.757537453011054,1,1,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s3,ungated_deflation,3,3,2.692631797860798,1,1,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s1,gated_deflation,3,1,25.70008996057457,2,2,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s1,gated_deflation,3,2,13.717213231160624,2,2,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s1,gated_deflation,3,3,-9.87797256150057,2,2,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s2,gated_deflation,3,1,inf,0,0,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s2,gated_deflation,3,2,nan,0,0,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s2,gated_deflation,3,3,3.616859476556546,0,0,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s3,gated_deflation,3,1,26.865705454691586,1,1,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s3,gated_deflation,3,2,-17.757537453011054,1,1,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s3,gated_deflation,3,3,2.692631797860798,1,1,0
8555-284449-0002_1995-1837-0004_1089-134686-0002,s1,coarse_to_fine,3,1,27.80542085331851,,,2
8555-284449-0002_1995-1837-0004_1089-134686-0002,s1,coarse_to_fine,3,2,17.58635762420925,,,2
8555-284449-0002_1995-1837-0004_1089-134686-0002,s1,coarse_to_fine,3,3,-10.524209131529872,,,2
8555-284449-0002_1995-1837-0004_1089-134686-0002,s2,coarse_to_fine,3,1,inf,,,2
8555-284449-0002_1995-1837-0004_1089-134686-0002,s2,coarse_to_fine,3,2,nan,,,2
8555-284449-0002_1995-1837-0004_1089-134686-0002,s2,coarse_to_fine,3,3,3.2554380097622544,,,2
8555-284449-0002_1995-1837-0004_1089-134686-0002,s3,coarse_to_fine,3,1,30.552628640718833,,,2
8555-284449-0002_1995-1837-0004_1089-134686-0002,s3,coarse_to_fine,3,2,-16.1845393016029,,,2
8555-284449-0002_1995-1837-0004_1089-134686-0002,s3,coarse_to_fine,3,3,4.006818808718241,,,2
7021-85628-0027_3575-170457-0025_8555-292519-0010,s1,no_recursion,3,1,inf,,,0
7021-85628-0027_3575-170457-0025_8555-292519-0010,s1,no_recursion,3,2,7.135818660564236,,,0
7021-85628-0027_3575-170457-0025_8555-292519-0010,s1,no_recursion,3,3,4.603945008940929,,,0
7021-85628-0027_3575-170457-0025_8555-292519-0010,s2,no_recursion,3,1,34.76789206860907,,,0
7021-85628-0027_3575-170457-0025_8555-292519-0010,s2,no_recursion,3,2,9.306344921212522,,,0
7021-85628-0027_3575-170457-0025_8555-292519-0010,s2,no_recursion,3,3,2.0945347605953875,,,0
7021-85628-0027_3575-170457-0025_8555-292519-0010,s3,no_recursion,3,1,32.81550625741509,,,0
7021-85628-0027_3575-170457-0025_8555-292519-0010,s3,no_recursion,3,2,nan,,,0
7021-85628-0027_3575-170457-0025_8555-292519-0010,s3,no_recursion,3,3,-8.756310963731767,,,0
