scene,speaker,m,population,mean_variance,margin,vad_coverage,artifact_score
long_00012_2412-8842-422,s2,3,swapped,0.0,0.3450161949320251,0.9998821206495152,0.7802554614815761
long_00012_2412-8842-422,s2,3,clean_correct,0.0,0.5133624691021121,0.8685276869124451,0.7637551446599435
long_00012_2412-8842-422,s2,3,clean_swapped,0.0,-0.02786610628088837,0.35393274983054845,0.824668941617408
long_00012_2412-8842-422,s3,3,honest,0.0,0.5392285766011495,0.9961290957117968,0.7553780738201207
long_00012_2412-8842-422,s3,3,correct,0.0,0.5392285766011495,0.9961290957117968,0.7553780738201207
long_00012_2412-8842-422,s3,3,contaminated,0.0,0.5392285766011495,0.9961290957117968,0.7553780738201207
long_00012_2412-8842-422,s3,3,swapped,0.0,0.47918070323366163,1.0,0.7745174342823318
long_00012_2412-8842-422,s3,3,clean_correct,0.0,0.6602689623484028,0.9965716854942955,0.7451663874598808
long_00012_2412-8842-422,s3,3,clean_swapped,0.0,0.28023678664950963,0.8052183442926993,0.7634588668947724
long_00013_652-1919-1272,s1,3,honest,0.0,0.5015430464209392,1.0,0.747568174217204
long_00013_652-1919-1272,s1,3,correct,0.0,0.5015430464209392,1.0,0.747568174217204
long_00013_652-1919-1272,s1,3,contaminated,0.0,0.5015430464209392,1.0,0.747568174217204
long_00013_652-1919-1272,s1,3,swapped,0.0,0.4999170244519616,1.0,0.7368540375817257
long_00013_652-1919-1272,s1,3,clean_correct,0.0,0.5744652236650959,0.9801269362490966,0.7335690567304649
long_00013_652-1919-1272,s1,3,clean_swapped,0.0,0.4777826519467807,0.0008719012159487228,0.8142924351297723
long_00013_652-1919-1272,s2,3,honest,0.0,0.30623330220992895,0.9655521207437378,0.7590604006346884
long_00013_652-1919-1272,s2,3,correct,0.0,0.30623330220992895,0.9655521207437378,0.7590604006346884
long_00013_652-1919-1272,s2,3,contaminated,3.498766933525641e-05,0.30623330220992895,0.9655521207437378,0.7590604006346884
long_00013_652-1919-1272,s2,3,swapped,0.0,0.13281875847036706,0.9693064205725023,0.76638038025775
long_00013_652-1919-1272,s2,3,clean_correct,0.0,0.5251166605952672,0.7531216377990938,0.7679490646280154
long_00013_652-1919-1272,s2,3,clean_swapped,0.0,0.16237546598815206,0.47396614689881955,0.8207550280585857
long_00013_652-1919-1272,s3,3,honest,0.0,0.5542290963793557,0.91945468914647,0.7293907327411859
